CLIENT_ID,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit
709192233,50,F,2,Unknown,Married,Unknown,Blue,39,1773
797998158,52,M,3,Uneducated,Single,$80K - $120K,Blue,46,4555
714021183,54,M,4,Graduate,Single,$80K - $120K,Blue,36,30666
780710433,53,M,2,College,Single,$80K - $120K,Blue,42,1575
780068283,53,M,1,Graduate,Single,$120K +,Blue,38,1891
719930658,40,M,4,Uneducated,Married,$120K +,Blue,24,16634
755593983,50,F,1,Graduate,Married,Unknown,Blue,43,7985
770938533,45,M,1,College,Unknown,$120K +,Blue,32,3304
714121083,40,F,3,Graduate,Married,$40K - $60K,Blue,20,6247
779210283,36,M,3,Uneducated,Married,$40K - $60K,Blue,25,3645
709739283,62,M,0,High School,Single,Unknown,Blue,36,21329
716230158,35,F,3,Graduate,Married,$40K - $60K,Blue,36,7234
708724908,47,F,2,High School,Single,Less than $40K,Blue,35,2262
789025083,40,M,4,Unknown,Unknown,Less than $40K,Blue,27,1438.3
713804058,45,F,4,College,Married,Less than $40K,Blue,36,4187
718791708,48,M,2,High School,Married,$80K - $120K,Blue,32,16362
785529708,59,M,1,Graduate,Single,$120K +,Blue,53,34516
794528283,44,M,4,College,Married,$60K - $80K,Blue,28,2748
794856033,38,M,3,Post-Graduate,Married,$80K - $120K,Blue,32,5242
712939533,43,M,5,Graduate,Married,$60K - $80K,Blue,35,21585
708178608,31,F,0,Graduate,Married,Unknown,Blue,36,2488
716556258,50,F,3,Doctorate,Single,Less than $40K,Blue,39,9966
708404883,45,F,2,High School,Single,Unknown,Blue,37,27804
709742958,45,M,5,High School,Married,$60K - $80K,Blue,37,15626
772695033,47,M,5,High School,Single,$80K - $120K,Blue,37,18800
714850158,49,M,4,Graduate,Single,$80K - $120K,Blue,36,1963
708831858,43,F,3,Uneducated,Married,Less than $40K,Blue,30,4579
718076733,43,M,1,Graduate,Single,$60K - $80K,Silver,31,25824
714336333,48,M,4,Doctorate,Unknown,$80K - $120K,Blue,40,3429
780006783,59,M,1,Uneducated,Single,$40K - $60K,Silver,49,15809
779741883,47,F,2,Unknown,Single,Less than $40K,Blue,32,2493
780657708,48,M,2,Unknown,Married,$80K - $120K,Blue,37,6593
771342183,53,F,3,Graduate,Single,$40K - $60K,Blue,40,1625
712901283,53,F,2,Graduate,Single,$40K - $60K,Blue,36,2121
802101858,40,F,2,Unknown,Married,Less than $40K,Blue,34,4757
718473558,42,F,3,Doctorate,Single,Less than $40K,Blue,18,8668
743590608,50,M,2,High School,Married,$60K - $80K,Blue,43,21869
720146733,45,F,4,Graduate,Unknown,Less than $40K,Blue,34,2480
788252358,49,M,3,High School,Single,$60K - $80K,Blue,40,8190
717740658,55,F,2,College,Married,Less than $40K,Blue,45,1850
714567708,46,F,1,Uneducated,Divorced,Less than $40K,Blue,36,2483
711208083,40,F,4,Unknown,Married,Less than $40K,Blue,30,2925
709708233,49,F,3,Doctorate,Married,Less than $40K,Blue,29,7066
709957158,48,M,4,High School,Married,$40K - $60K,Blue,40,2514
828288333,50,M,0,Uneducated,Married,$60K - $80K,Blue,46,3640
709178733,50,F,2,Post-Graduate,Married,$40K - $60K,Blue,36,5527
721325133,45,M,2,College,Married,$80K - $120K,Blue,36,31625
816606333,57,M,2,High School,Single,$80K - $120K,Blue,52,32409
720454158,44,M,2,Unknown,Single,$60K - $80K,Blue,30,9827
717444558,50,F,1,Graduate,Married,Less than $40K,Blue,38,2623
816756783,42,M,2,High School,Unknown,$40K - $60K,Blue,37,2993
715474833,37,M,2,College,Single,$80K - $120K,Blue,36,12944
718271958,54,M,2,Uneducated,Married,$60K - $80K,Blue,34,6401
708924783,43,M,3,Graduate,Divorced,$80K - $120K,Blue,36,5506
717669483,52,M,1,Graduate,Single,$80K - $120K,Blue,44,34516
809360883,46,M,4,College,Single,$60K - $80K,Blue,41,17673
717176508,43,F,3,Unknown,Single,$40K - $60K,Blue,34,2656
711571383,46,M,2,High School,Unknown,Less than $40K,Blue,37,6118
713444058,45,M,1,Unknown,Divorced,$40K - $60K,Silver,31,17437
713253858,50,F,1,College,Married,Unknown,Blue,37,1461
719609433,55,F,4,Uneducated,Divorced,$40K - $60K,Blue,43,1965
797234508,51,M,3,Unknown,Single,$60K - $80K,Silver,45,30899
714537258,48,M,3,Doctorate,Married,$60K - $80K,Blue,36,8876
793412958,44,M,4,Unknown,Married,$60K - $80K,Blue,38,2440
714680208,50,F,1,High School,Married,Less than $40K,Blue,45,1652
715240683,46,M,4,High School,Married,$80K - $120K,Blue,37,15535
803796708,52,M,3,Uneducated,Unknown,$120K +,Blue,46,13354
717368208,49,M,1,Graduate,Single,$120K +,Blue,36,26723
802662858,55,F,2,Graduate,Divorced,Less than $40K,Blue,49,3949
780206958,49,M,4,Graduate,Married,$60K - $80K,Blue,39,5937
779906658,40,M,4,Doctorate,Single,Unknown,Blue,24,18806
772341783,45,F,3,High School,Single,Unknown,Blue,35,3512
711491283,44,F,3,Doctorate,Married,Less than $40K,Blue,36,1975
720211533,41,F,4,Uneducated,Married,Less than $40K,Blue,33,2888
715409733,47,F,4,College,Single,Less than $40K,Blue,36,2263
710974308,38,M,1,Graduate,Unknown,$80K - $120K,Blue,36,26792
715732533,52,M,4,Graduate,Married,$60K - $80K,Blue,36,9375
713722608,48,F,2,Unknown,Divorced,Less than $40K,Blue,35,2806
709101258,41,F,2,High School,Divorced,Less than $40K,Blue,28,1478
708588408,53,M,3,Uneducated,Single,$60K - $80K,Blue,36,6836
721427358,47,M,4,Unknown,Divorced,$80K - $120K,Blue,28,8757
717099408,40,M,3,Graduate,Married,$60K - $80K,Blue,29,10529
715155033,61,M,0,High School,Single,$40K - $60K,Blue,49,2122
789586833,45,F,3,Post-Graduate,Married,Unknown,Blue,38,2883
709338633,56,F,1,Graduate,Single,$40K - $60K,Blue,37,2339
714106833,57,F,3,Graduate,Unknown,Less than $40K,Blue,47,5225
741116058,48,M,2,Graduate,Married,$40K - $60K,Blue,41,2582
813755658,60,M,1,Graduate,Single,$80K - $120K,Blue,55,11524
718855983,49,F,4,High School,Single,Unknown,Blue,36,13039
711245433,50,F,4,Graduate,Single,Unknown,Blue,41,2509
814219008,65,M,1,Doctorate,Single,$40K - $60K,Blue,56,1456
711916533,57,M,2,Unknown,Single,$120K +,Blue,44,5612
715182108,51,F,3,High School,Married,Less than $40K,Blue,35,3025
717078933,40,F,5,Graduate,Single,Less than $40K,Blue,29,4205
719491233,55,M,1,College,Single,$120K +,Blue,42,3515
789520533,52,M,2,Uneducated,Single,$120K +,Blue,44,26174
714738033,44,F,4,Graduate,Married,Less than $40K,Blue,25,1602
718576908,49,F,4,Uneducated,Married,Unknown,Blue,36,29939
715093383,49,F,2,College,Married,Less than $40K,Blue,41,2115
717195933,42,M,3,Graduate,Married,$60K - $80K,Blue,30,5298
747107508,56,F,3,Graduate,Single,Less than $40K,Blue,49,2433
717920583,60,F,1,Uneducated,Divorced,Less than $40K,Blue,49,1443
710516283,50,M,1,High School,Single,$120K +,Blue,37,9758
787593558,42,M,3,Graduate,Married,$80K - $120K,Blue,34,4562
778747608,65,F,1,Unknown,Single,Unknown,Blue,46,1438.3
714431058,41,F,3,College,Single,Unknown,Blue,36,4210
708801108,57,F,3,Uneducated,Single,Less than $40K,Blue,51,1438.3
715948833,48,M,4,Graduate,Married,$120K +,Blue,39,24931
770667408,47,M,4,College,Married,$80K - $120K,Blue,33,8854
823590483,62,F,0,Graduate,Divorced,Less than $40K,Blue,56,2230
710635083,46,M,4,High School,Married,$80K - $120K,Blue,38,28327
716408058,56,F,2,Uneducated,Single,Unknown,Blue,36,2500
713803158,41,M,3,High School,Single,$60K - $80K,Blue,33,9246
713593683,43,F,3,Graduate,Married,$40K - $60K,Blue,28,11155
709339758,43,M,3,Unknown,Single,$120K +,Blue,30,11926
789382758,54,M,3,Graduate,Single,$40K - $60K,Blue,44,5501
813427833,45,F,4,Graduate,Single,Less than $40K,Blue,40,2110
717846108,49,M,4,Uneducated,Married,$60K - $80K,Blue,34,12994
720968583,52,F,2,Unknown,Married,Unknown,Blue,45,29551
721437333,46,M,2,Graduate,Single,$80K - $120K,Blue,36,5054
709134333,45,F,2,Graduate,Unknown,Less than $40K,Blue,28,3136
712630608,43,F,2,High School,Unknown,Unknown,Blue,35,6109
712404483,49,M,2,High School,Married,$80K - $120K,Blue,36,3989
717812133,33,F,1,Graduate,Unknown,Less than $40K,Blue,13,3315
714926508,52,M,2,Graduate,Married,$80K - $120K,Silver,45,34516
771474108,40,F,2,Uneducated,Married,Less than $40K,Blue,28,1794
709774608,51,M,3,Unknown,Married,$60K - $80K,Blue,36,5993
718802283,44,F,3,Post-Graduate,Divorced,Less than $40K,Blue,31,8320
711626658,62,F,1,High School,Single,Less than $40K,Blue,36,1930
789354783,45,F,3,Unknown,Single,Less than $40K,Blue,32,2329
720486408,55,F,1,Uneducated,Single,Less than $40K,Blue,36,1438.3
717793983,55,M,3,Graduate,Single,$40K - $60K,Silver,45,18128
718582158,48,M,2,Unknown,Married,$120K +,Blue,35,10642
713127708,38,F,0,Uneducated,Married,Less than $40K,Blue,26,2230
717112533,52,F,1,Graduate,Unknown,Less than $40K,Blue,42,6946
713681433,50,F,2,High School,Divorced,Unknown,Blue,39,9716
718846008,58,F,0,Unknown,Married,Unknown,Blue,36,4377
714119283,42,F,2,Unknown,Single,$40K - $60K,Blue,34,2516
713056083,52,M,2,High School,Single,$120K +,Blue,46,34516
718538958,55,F,3,College,Single,Less than $40K,Blue,43,1844
710353233,48,M,3,College,Divorced,$60K - $80K,Blue,39,13233
713853858,41,M,4,Unknown,Married,$80K - $120K,Silver,31,34516
710342508,48,F,2,Uneducated,Married,$40K - $60K,Blue,36,1593
787563858,50,F,1,Graduate,Married,Less than $40K,Blue,41,8589
799239033,53,F,3,High School,Single,$40K - $60K,Blue,47,1714
710733183,46,M,3,Post-Graduate,Unknown,$120K +,Blue,36,1438.3
718489608,50,F,4,Graduate,Married,Less than $40K,Blue,36,2433
758824608,47,M,4,Uneducated,Married,$80K - $120K,Blue,40,21148
780984408,65,F,0,Unknown,Divorced,Less than $40K,Blue,50,7487
814483608,47,F,4,Graduate,Divorced,Less than $40K,Blue,42,5798
708848208,52,M,3,Uneducated,Single,$80K - $120K,Blue,40,34516
719713683,52,F,0,Graduate,Married,Unknown,Blue,37,7608
715514133,44,F,4,Graduate,Married,Less than $40K,Blue,31,2184
715955208,35,F,1,High School,Single,Less than $40K,Blue,26,2189
794707083,50,M,2,College,Single,$80K - $120K,Blue,44,3495
805313808,52,F,3,High School,Married,$40K - $60K,Blue,47,8018
772922883,41,M,3,Unknown,Married,$80K - $120K,Blue,22,20543
715716333,62,F,0,High School,Single,Unknown,Blue,50,18819
714502458,49,M,3,Unknown,Married,$60K - $80K,Blue,36,17811
712444533,43,M,2,High School,Single,$80K - $120K,Blue,36,14418
797748708,44,M,4,Unknown,Single,$80K - $120K,Blue,38,3936
780203883,43,F,3,Doctorate,Divorced,Unknown,Blue,33,5738
720616908,54,M,1,Uneducated,Single,$120K +,Blue,36,34516
817038333,55,F,0,Graduate,Married,Less than $40K,Blue,40,1513
713333433,49,M,3,Uneducated,Unknown,$60K - $80K,Blue,41,18075
710820783,45,F,4,Graduate,Married,Unknown,Blue,36,5989
720338658,56,F,3,Post-Graduate,Single,Less than $40K,Blue,42,2490
803938908,49,F,4,Uneducated,Single,Less than $40K,Blue,44,2659
787921383,53,M,0,High School,Single,$120K +,Silver,44,34516
787849833,49,M,2,High School,Married,$80K - $120K,Blue,40,13490
721143258,46,M,1,High School,Single,$40K - $60K,Blue,33,1664
709335558,49,M,3,Uneducated,Married,$120K +,Blue,37,7753
806619333,36,F,3,High School,Single,Less than $40K,Blue,31,2909
719378658,57,M,3,Graduate,Divorced,$80K - $120K,Silver,36,34516
720670458,52,F,2,Unknown,Single,$40K - $60K,Blue,45,3476
716955783,52,M,2,Graduate,Single,$80K - $120K,Blue,36,16026
817970208,45,M,1,Uneducated,Divorced,Less than $40K,Blue,40,2705
708506508,54,M,3,High School,Married,$120K +,Blue,43,2884
750147483,49,M,2,High School,Single,$80K - $120K,Blue,37,24299
715540233,43,M,3,Graduate,Single,$60K - $80K,Blue,34,20755
807584958,50,M,3,Uneducated,Married,$60K - $80K,Blue,45,21096
720686583,46,M,3,High School,Divorced,$120K +,Blue,37,6457
820637433,45,F,3,High School,Married,Less than $40K,Blue,40,1603
716346183,43,F,3,Unknown,Divorced,Unknown,Blue,37,9051
715405758,50,F,1,High School,Single,Unknown,Blue,42,10057
710094108,33,M,3,Graduate,Single,$60K - $80K,Blue,27,2043
713168733,65,F,0,Unknown,Single,Less than $40K,Blue,56,2802
708614058,56,F,2,Graduate,Divorced,Less than $40K,Blue,45,1960
718088133,40,F,3,Unknown,Divorced,Less than $40K,Blue,36,2348
720614658,40,M,2,High School,Divorced,$60K - $80K,Blue,25,2978
716695533,49,F,3,College,Married,Less than $40K,Blue,29,2017
717091533,29,F,1,Graduate,Single,Unknown,Blue,36,13613
713231658,45,F,2,Doctorate,Single,Less than $40K,Blue,33,5553
715675458,51,M,1,High School,Unknown,$80K - $120K,Blue,41,6346
712463883,45,M,2,Unknown,Married,$120K +,Silver,38,34516
708489258,40,F,3,Graduate,Married,Less than $40K,Blue,27,1438.3
708403308,37,M,3,Unknown,Single,$40K - $60K,Silver,24,15133
769684158,42,M,4,College,Single,$40K - $60K,Blue,36,2502
710349258,45,F,3,High School,Single,Less than $40K,Blue,36,2589
713940033,47,F,3,Graduate,Single,Less than $40K,Blue,36,2049
713482608,47,M,4,College,Married,$40K - $60K,Blue,35,3560
714571008,49,F,3,Unknown,Married,Less than $40K,Blue,36,1438.3
715354008,43,M,3,Graduate,Unknown,$120K +,Blue,36,25937
819363708,43,M,1,Post-Graduate,Single,$60K - $80K,Blue,38,2387
712014708,48,M,4,Graduate,Married,Less than $40K,Blue,36,2912
788717358,53,M,2,Uneducated,Single,$60K - $80K,Blue,38,7062
710413533,56,M,2,Graduate,Married,$80K - $120K,Blue,51,12186
718515483,64,M,0,Graduate,Single,Less than $40K,Blue,52,3570
715059258,38,F,3,Doctorate,Single,Unknown,Blue,32,3072
713852958,51,F,2,Graduate,Single,Unknown,Silver,41,31501
767835558,42,F,2,Unknown,Married,Less than $40K,Blue,36,5928
721531683,44,F,4,Graduate,Single,Unknown,Blue,36,8482
720660558,50,M,2,Uneducated,Married,$120K +,Blue,36,23911
814845933,62,M,0,Graduate,Single,$80K - $120K,Blue,56,1438.3
773155533,49,F,3,Unknown,Single,Less than $40K,Blue,42,3261
711199908,41,M,2,Graduate,Single,$60K - $80K,Blue,30,2317
721398858,43,M,2,Unknown,Single,$120K +,Blue,34,33913
715664808,43,M,2,Graduate,Single,$80K - $120K,Blue,30,34516
715500558,45,F,3,Graduate,Married,Unknown,Blue,36,1637
719239158,48,M,3,High School,Married,$60K - $80K,Blue,39,5448
820633833,64,F,1,Graduate,Single,$40K - $60K,Blue,56,5152
720551733,46,F,4,Doctorate,Married,Unknown,Blue,26,15195
718487958,53,F,2,High School,Married,Less than $40K,Blue,41,2799
710533233,38,F,1,Graduate,Married,Less than $40K,Blue,29,1438.3
778878633,51,M,3,Unknown,Married,$80K - $120K,Blue,32,1817
720197058,47,F,3,Graduate,Unknown,Unknown,Blue,33,3443
716317458,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,4281
718569258,56,F,2,Unknown,Married,Less than $40K,Blue,36,2029
711649908,33,F,3,Graduate,Married,Unknown,Blue,15,1438.3
720879708,52,M,2,High School,Single,$80K - $120K,Blue,44,28186
815761908,46,F,3,Unknown,Married,Unknown,Silver,41,34516
711850533,46,F,4,Uneducated,Single,Unknown,Blue,36,3818
721028283,40,F,4,High School,Married,$40K - $60K,Blue,28,11494
710763783,49,M,2,High School,Married,$80K - $120K,Blue,32,28142
720432858,40,F,4,Post-Graduate,Married,Less than $40K,Blue,36,2316
772525308,43,M,3,College,Single,$40K - $60K,Blue,33,10533
767354208,48,M,4,Graduate,Married,$80K - $120K,Blue,41,14322
715670058,50,M,3,Graduate,Married,$120K +,Blue,38,34516
713856708,48,M,4,High School,Married,$80K - $120K,Blue,36,6798
758086458,46,F,3,Graduate,Married,Unknown,Blue,39,1438.3
717035283,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2445
709604958,51,F,3,Graduate,Single,$40K - $60K,Blue,36,2585
714931458,52,F,2,Post-Graduate,Single,Unknown,Blue,42,1438.3
711047658,46,F,3,High School,Married,Less than $40K,Blue,38,1781
718110858,42,M,4,Unknown,Married,$40K - $60K,Blue,36,1606
716385858,42,F,4,Graduate,Married,Less than $40K,Blue,28,2205
708812133,49,F,3,Graduate,Married,Unknown,Blue,39,2270
787655058,44,F,2,Uneducated,Single,Less than $40K,Blue,37,2568
803113383,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3292
721273008,54,F,1,College,Unknown,Less than $40K,Silver,43,10797
715762083,46,M,0,Uneducated,Single,$60K - $80K,Silver,36,30501
711629733,45,F,2,Graduate,Married,Less than $40K,Blue,34,5371
718410258,37,M,3,High School,Unknown,$80K - $120K,Blue,28,13441
719745558,52,M,3,Graduate,Single,$60K - $80K,Blue,36,9137
820282383,45,F,2,Graduate,Married,Less than $40K,Blue,40,5848
793543758,47,M,2,Graduate,Single,$120K +,Blue,41,10614
778224858,42,F,2,College,Unknown,Unknown,Blue,32,4035
712555233,59,F,0,Graduate,Single,$40K - $60K,Blue,48,4205
718516533,46,F,2,Graduate,Single,Less than $40K,Blue,36,2586
708923658,41,F,3,Unknown,Unknown,Less than $40K,Blue,28,7234
717708783,57,M,2,Graduate,Single,$120K +,Silver,51,34516
780688383,35,M,1,Graduate,Unknown,$80K - $120K,Blue,24,21114
718821783,53,M,1,Unknown,Married,$40K - $60K,Blue,48,2522
718163808,37,M,1,Graduate,Single,$80K - $120K,Blue,24,11309
712693908,43,M,3,Graduate,Married,$120K +,Blue,31,13883
711286533,43,M,3,Graduate,Unknown,$60K - $80K,Blue,31,13448
711655683,55,M,1,Uneducated,Single,$60K - $80K,Silver,46,25991
718188858,52,F,0,Graduate,Single,Less than $40K,Blue,36,2537
718514283,46,M,4,High School,Single,$40K - $60K,Blue,36,1438.3
708642708,40,F,2,Uneducated,Married,Unknown,Blue,36,13019
811475733,53,F,1,College,Married,$40K - $60K,Blue,48,3339
712089108,49,M,3,Uneducated,Divorced,$80K - $120K,Blue,37,28390
710761533,44,M,2,Graduate,Unknown,$80K - $120K,Blue,33,23665
714963558,46,M,3,Graduate,Single,$40K - $60K,Blue,36,1438.3
714834258,43,F,4,High School,Unknown,Less than $40K,Blue,36,2459
713788083,28,F,1,Graduate,Single,Less than $40K,Blue,36,1624
719583558,49,F,3,Uneducated,Married,$40K - $60K,Blue,40,8900
744705408,48,F,4,Graduate,Single,Unknown,Blue,41,5239
713240133,42,F,3,High School,Married,Less than $40K,Blue,36,9351
815015283,43,F,4,Graduate,Married,Less than $40K,Blue,38,2655
718072758,51,M,2,Post-Graduate,Married,$120K +,Blue,45,3173
709127808,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,6243
715080258,37,F,1,High School,Single,Unknown,Blue,36,6730
709567758,40,F,3,Uneducated,Married,Less than $40K,Blue,29,2490
780067158,51,F,2,Uneducated,Single,Less than $40K,Blue,36,1746
715357308,44,M,2,Graduate,Married,$60K - $80K,Blue,36,4141
720559908,58,F,2,Uneducated,Divorced,Less than $40K,Silver,46,11684
720339558,47,F,2,Graduate,Single,Less than $40K,Blue,36,2363
809599158,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,34516
793269933,46,M,3,Graduate,Unknown,$60K - $80K,Silver,40,28829
809978733,33,F,2,High School,Single,$40K - $60K,Blue,28,1438.3
788996058,47,F,2,High School,Married,Less than $40K,Blue,34,2730
712575708,55,F,2,High School,Married,Less than $40K,Blue,36,1994
789625383,48,M,3,Uneducated,Married,$80K - $120K,Blue,42,9727
719730258,41,M,4,Uneducated,Divorced,$60K - $80K,Silver,36,33771
793717608,39,M,0,Doctorate,Single,$60K - $80K,Blue,33,10452
709798908,45,F,4,Unknown,Single,Less than $40K,Blue,32,2858
716077458,46,M,3,Uneducated,Married,$40K - $60K,Blue,36,4707
813435108,49,F,1,Graduate,Single,Less than $40K,Blue,44,3537
708084558,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,8258
719880408,46,F,4,Graduate,Married,Less than $40K,Blue,35,3072
719343633,48,M,3,High School,Unknown,Less than $40K,Blue,38,8892
718711158,52,M,3,Graduate,Married,$120K +,Blue,36,3841
717443658,37,F,0,Graduate,Divorced,$40K - $60K,Blue,28,1920
715976433,42,M,3,High School,Unknown,Less than $40K,Blue,31,7802
719038008,48,F,4,Graduate,Single,Less than $40K,Blue,35,1705
709143183,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,1822
710186958,45,F,3,Unknown,Single,Unknown,Blue,32,9294
709274583,40,M,2,High School,Married,$120K +,Blue,27,12248
816864483,39,F,4,Uneducated,Single,$40K - $60K,Blue,34,10264
708271833,42,M,3,Graduate,Single,$40K - $60K,Silver,36,15069
821759658,41,F,4,High School,Divorced,$40K - $60K,Blue,37,4650
820920408,53,F,2,Graduate,Single,Less than $40K,Blue,48,3685
718403358,49,F,2,High School,Divorced,$40K - $60K,Blue,33,7231
713476758,44,M,4,Unknown,Married,$60K - $80K,Blue,32,10007
720690933,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,2641
719252583,29,F,1,High School,Single,Less than $40K,Blue,20,3095
712783083,48,F,4,High School,Married,Less than $40K,Blue,37,3607
771204108,36,F,2,Uneducated,Single,Unknown,Blue,23,1954
817247658,45,M,3,High School,Unknown,$60K - $80K,Blue,27,21317
821749608,41,M,3,Graduate,Single,$80K - $120K,Blue,37,19402
714389883,45,M,4,Graduate,Single,$80K - $120K,Blue,36,8063
713648208,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,3097
826261008,48,F,3,Graduate,Unknown,Less than $40K,Blue,44,1438.3
824163333,43,F,5,Uneducated,Single,Less than $40K,Blue,39,3161
709444983,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,2435
711154908,59,F,0,Unknown,Single,Less than $40K,Blue,40,1845
769575783,49,F,3,College,Married,Less than $40K,Blue,41,1603
720334833,39,F,5,College,Single,Less than $40K,Blue,30,4710
709563258,50,F,2,Uneducated,Single,Unknown,Blue,41,2751
708205083,38,F,1,High School,Married,Less than $40K,Blue,28,1438.3
715276683,52,M,2,High School,Married,$60K - $80K,Blue,45,24287
721254858,42,F,5,Graduate,Married,Less than $40K,Blue,18,1694
712257258,50,F,1,High School,Single,Less than $40K,Blue,36,1457
789616158,33,M,3,Unknown,Divorced,Unknown,Blue,27,25045
708773583,52,F,3,Graduate,Unknown,$40K - $60K,Blue,45,10859
711110733,45,M,3,High School,Married,$40K - $60K,Silver,33,16928
714043008,37,M,2,High School,Single,$40K - $60K,Blue,30,4297
780602733,42,M,3,Uneducated,Single,$60K - $80K,Blue,30,8302
823557333,43,F,2,Uneducated,Unknown,Less than $40K,Blue,39,2734
772825308,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,27374
713251008,43,F,2,Uneducated,Married,Unknown,Blue,38,2960
711175083,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,9110
756477333,42,F,4,Uneducated,Married,Less than $40K,Blue,35,1539
712294983,39,F,2,Graduate,Married,$40K - $60K,Blue,36,1947
717023508,45,F,3,Unknown,Unknown,$40K - $60K,Blue,36,2667
709869708,54,F,3,College,Single,Less than $40K,Blue,45,3062
772133808,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,3114
768196008,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,14948
708916083,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,1749
789526458,44,M,3,Unknown,Married,$40K - $60K,Blue,36,2534
716079708,46,F,3,College,Single,Less than $40K,Blue,36,2503
720087708,38,F,3,High School,Married,Less than $40K,Blue,31,1854
714259533,43,F,2,Graduate,Married,Less than $40K,Blue,35,4092
714691683,62,M,1,Graduate,Single,$60K - $80K,Blue,54,13284
768420558,59,F,0,Graduate,Single,Less than $40K,Blue,53,4830
778364583,45,F,2,Graduate,Married,Less than $40K,Blue,25,5911
719186433,53,F,1,College,Single,Unknown,Blue,44,11012
719951208,43,M,4,Graduate,Single,$60K - $80K,Blue,24,19188
720182658,44,F,3,Uneducated,Single,Unknown,Blue,31,18056
789022233,50,F,2,Uneducated,Single,Less than $40K,Blue,37,1438.3
778353183,31,F,0,High School,Married,Less than $40K,Blue,13,3201
713789883,50,F,4,High School,Married,$40K - $60K,Blue,36,1479
773018583,38,F,4,Graduate,Married,Less than $40K,Blue,30,3144
771354633,58,M,1,College,Single,$80K - $120K,Blue,45,1854
717308433,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,1960
712271958,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,9782
716736858,47,F,4,Graduate,Married,Less than $40K,Blue,39,3144
713796033,47,M,2,Graduate,Married,$40K - $60K,Blue,42,4738
710812533,46,F,3,High School,Single,Unknown,Silver,36,34516
782555058,35,F,1,Unknown,Married,Less than $40K,Blue,29,1438.3
714864333,43,M,2,College,Divorced,$120K +,Blue,37,34516
787918158,32,F,0,Uneducated,Married,Less than $40K,Blue,23,2156
779070033,63,F,0,College,Single,Less than $40K,Blue,44,1938
789945933,61,F,1,Graduate,Single,Less than $40K,Blue,52,1438.3
720810783,54,F,2,Graduate,Married,Unknown,Blue,44,3781
715627833,48,M,3,High School,Married,$60K - $80K,Gold,37,34516
809538783,49,M,1,High School,Single,$120K +,Blue,44,1438.3
715987758,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3261
711967158,35,F,3,Graduate,Single,Less than $40K,Blue,23,2211
712325433,39,F,2,Unknown,Single,Unknown,Blue,28,1493
716470683,48,F,3,Post-Graduate,Married,Unknown,Blue,36,20631
713289183,53,F,3,Doctorate,Married,Less than $40K,Blue,33,2255
711549408,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,1507
709523508,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,11097
717578358,49,F,4,Graduate,Married,Unknown,Blue,40,8162
711673983,44,M,4,Unknown,Single,$60K - $80K,Blue,36,18721
713388108,62,F,0,High School,Unknown,Less than $40K,Blue,51,5210
715679733,43,F,2,Uneducated,Single,Less than $40K,Blue,36,1736
779694183,51,M,3,College,Married,$80K - $120K,Blue,34,1864
788544108,43,F,2,High School,Single,Less than $40K,Blue,37,6611
715583283,34,F,0,Graduate,Married,Unknown,Blue,13,7942
719917233,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,13382
717103758,63,M,0,Graduate,Single,Unknown,Blue,55,18550
714621183,39,F,3,Graduate,Single,Less than $40K,Blue,36,2650
721365033,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,1696
712999008,40,F,3,Graduate,Single,Less than $40K,Blue,33,2628
780790008,46,F,3,Unknown,Married,$40K - $60K,Blue,39,1457
779499933,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,28,34516
717200508,40,F,4,Uneducated,Single,Unknown,Blue,32,3056
716995083,52,M,2,High School,Single,$80K - $120K,Blue,44,2650
718137183,58,F,1,College,Married,Less than $40K,Blue,38,3331
787507833,49,F,1,Uneducated,Unknown,Less than $40K,Blue,38,3343
810974958,51,M,2,High School,Married,$60K - $80K,Blue,46,4123
717967833,55,F,1,Unknown,Married,Less than $40K,Blue,36,2677
712267983,57,F,0,Graduate,Single,Less than $40K,Blue,45,3023
717376758,56,F,2,High School,Married,Less than $40K,Blue,47,2238
718250883,59,F,2,High School,Married,Unknown,Blue,51,3875
